## Tue Sep  1 17:16:42 2026
## emapper-2.1.13
## /opt/venv/bin/emapper.py -i input.fasta -o query --output_dir output --temp_dir output --data_dir /data --cpu 10 --override --itype proteins -m diamond --dmnd_iterate no
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G000100.1	3847.GLYMA15G43289.1	1.15e-45	164.0	COG0147@1|root,COG0596@1|root,KOG1223@2759|Eukaryota,KOG2382@2759|Eukaryota,37RRC@33090|Viridiplantae,3GENA@35493|Streptophyta,4JEFI@91835|fabids	35493|Streptophyta	E	Protein PHYLLO, chloroplastic-like	-	GO:0006732,GO:0006766,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009110,GO:0009987,GO:0010109,GO:0019222,GO:0031323,GO:0042180,GO:0042181,GO:0042372,GO:0042374,GO:0042548,GO:0042550,GO:0043467,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0050789,GO:0050794,GO:0051186,GO:0051188,GO:0065007,GO:0071704,GO:1901576,GO:1901661,GO:1901663	2.2.1.9,4.2.1.113,4.2.99.20,5.4.4.2	ko:K14759	ko00130,ko01100,ko01110,map00130,map01100,map01110	-	R01717,R04031,R08165,R08166	RC00588,RC01053,RC02148,RC02186,RC02475	ko00000,ko00001,ko01000	-	-	-	Abhydrolase_1,Abhydrolase_6,MR_MLE_C,TPP_enzyme_C,TPP_enzyme_M_2,TPP_enzyme_N
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G003100.1	3847.GLYMA01G00560.1	0.0	917.0	COG1524@1|root,KOG2645@2759|Eukaryota,37KCI@33090|Viridiplantae,3GAUW@35493|Streptophyta,4JMFZ@91835|fabids	35493|Streptophyta	G	Ectonucleotide pyrophosphatase phosphodiesterase family member	-	GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002276,GO:0002366,GO:0002376,GO:0002682,GO:0002683,GO:0002684,GO:0002694,GO:0002695,GO:0002697,GO:0002698,GO:0002699,GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004528,GO:0005488,GO:0005509,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006163,GO:0006220,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006955,GO:0008081,GO:0008150,GO:0008152,GO:0008270,GO:0008285,GO:0009056,GO:0009058,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009143,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009897,GO:0009986,GO:0009987,GO:0016020,GO:0016462,GO:0016787,GO:0016788,GO:0016817,GO:0016818,GO:0017144,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0031347,GO:0031348,GO:0032101,GO:0032102,GO:0033003,GO:0033004,GO:0033006,GO:0033007,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0036230,GO:0042127,GO:0042578,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0045321,GO:0045575,GO:0046034,GO:0046434,GO:0046483,GO:0046700,GO:0046872,GO:0046914,GO:0047429,GO:0048471,GO:0048518,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050727,GO:0050728,GO:0050776,GO:0050777,GO:0050789,GO:0050794,GO:0050865,GO:0050866,GO:0050896,GO:0055086,GO:0065007,GO:0070663,GO:0070664,GO:0070666,GO:0070667,GO:0071704,GO:0071944,GO:0072521,GO:0072527,GO:0080134,GO:0090304,GO:0090305,GO:0098552,GO:1901135,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901575,GO:1901576	3.1.4.1,3.6.1.9	ko:K01513	ko00230,ko00240,ko00500,ko00740,ko00760,ko00770,ko01100,map00230,map00240,map00500,map00740,map00760,map00770,map01100	-	R00056,R00087,R00103,R00160,R00287,R00515,R00662,R03004,R03036,R11323	RC00002	ko00000,ko00001,ko00537,ko01000,ko04090	-	-	-	Phosphodiest
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G003200.1	3847.GLYMA01G00570.1	9.13e-153	429.0	COG0526@1|root,KOG0907@2759|Eukaryota,37RSI@33090|Viridiplantae,3GFDK@35493|Streptophyta,4JHF2@91835|fabids	35493|Streptophyta	O	Thioredoxin-like 2	-	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009593,GO:0010109,GO:0016491,GO:0016667,GO:0016671,GO:0019222,GO:0031323,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051606,GO:0051775,GO:0051776,GO:0055114,GO:0065007	-	ko:K03671	ko04621,ko05418,map04621,map05418	-	-	-	ko00000,ko00001,ko03110	-	-	-	Thioredoxin
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G003300.1	3847.GLYMA01G00580.2	7.44e-128	365.0	KOG3142@1|root,KOG3142@2759|Eukaryota,37VFS@33090|Viridiplantae,3GJ9U@35493|Streptophyta,4JQCM@91835|fabids	35493|Streptophyta	U	May be involved in both secretory and endocytic intracellular trafficking in the endosomal prevacuolar compartments	-	-	-	ko:K20359	-	-	-	-	ko00000,ko02000,ko04131	9.A.49.1	-	-	PRA1
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G003400.1	3847.GLYMA01G00590.2	3.37e-111	323.0	28JTZ@1|root,2QS7X@2759|Eukaryota,37PVY@33090|Viridiplantae,3G7IH@35493|Streptophyta,4JNEM@91835|fabids	35493|Streptophyta	S	ubiE/COQ5 methyltransferase family	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_11
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G003500.1	3847.GLYMA01G00600.1	2.73e-164	463.0	2CUXH@1|root,2RPM1@2759|Eukaryota,37ISS@33090|Viridiplantae,3GF4V@35493|Streptophyta,4JPDV@91835|fabids	35493|Streptophyta	K	transcription, DNA-templated	-	-	-	-	-	-	-	-	-	-	-	-	Myb_DNA-binding
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G003600.1	3847.GLYMA07G15470.3	4.59e-49	156.0	2D2SP@1|root,2S4YX@2759|Eukaryota,37WB7@33090|Viridiplantae,3GKD5@35493|Streptophyta,4JQPX@91835|fabids	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G003700.1	3847.GLYMA01G00620.2	1.7e-140	397.0	COG1043@1|root,2QRGY@2759|Eukaryota,37JBU@33090|Viridiplantae,3G8UU@35493|Streptophyta,4JEEB@91835|fabids	35493|Streptophyta	M	acyl- acyl-carrier-protein --UDP-N-acetylglucosamine O-acyltransferase	-	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006040,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008374,GO:0008780,GO:0009987,GO:0016740,GO:0016746,GO:0016747,GO:0019637,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901135,GO:2001289	2.3.1.129	ko:K00677	ko00540,ko01100,ko01503,map00540,map01100,map01503	M00060	R04567	RC00039,RC00055	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	Acetyltransf_11,Hexapep
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G003800.1	3847.GLYMA07G15450.1	1.86e-45	159.0	28QZF@1|root,2QXNF@2759|Eukaryota,37T3Z@33090|Viridiplantae,3GASR@35493|Streptophyta,4JFB9@91835|fabids	35493|Streptophyta	S	DNA binding	-	GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006355,GO:0008150,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0010087,GO:0010089,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0048580,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0051171,GO:0051172,GO:0051239,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080050,GO:0080090,GO:0097100,GO:0097159,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:2000026,GO:2000033,GO:2000034,GO:2000112,GO:2000113,GO:2000241,GO:2001141	-	-	-	-	-	-	-	-	-	-	-
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G003800.2	3847.GLYMA07G15450.1	3.75e-61	201.0	28QZF@1|root,2QXNF@2759|Eukaryota,37T3Z@33090|Viridiplantae,3GASR@35493|Streptophyta,4JFB9@91835|fabids	35493|Streptophyta	S	DNA binding	-	GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006355,GO:0008150,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0010087,GO:0010089,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0048580,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0051171,GO:0051172,GO:0051239,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080050,GO:0080090,GO:0097100,GO:0097159,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:2000026,GO:2000033,GO:2000034,GO:2000112,GO:2000113,GO:2000241,GO:2001141	-	-	-	-	-	-	-	-	-	-	-
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G003900.1	3847.GLYMA01G00640.2	0.0	880.0	KOG4197@1|root,KOG4197@2759|Eukaryota,37MFG@33090|Viridiplantae,3GCAC@35493|Streptophyta,4JDC0@91835|fabids	35493|Streptophyta	S	Pentatricopeptide repeat-containing protein	-	GO:0000096,GO:0000097,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006534,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009069,GO:0009070,GO:0009987,GO:0016053,GO:0019344,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	-	-	-	-	-	-	-	-	-	-	DYW_deaminase,PPR
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G004000.1	3847.GLYMA07G15430.1	9.65e-66	208.0	KOG0752@1|root,KOG0752@2759|Eukaryota,37I1W@33090|Viridiplantae,3G7WN@35493|Streptophyta,4JSYZ@91835|fabids	35493|Streptophyta	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	-	GO:0000295,GO:0003674,GO:0005215,GO:0005346,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006732,GO:0006810,GO:0006811,GO:0006820,GO:0006839,GO:0006862,GO:0008150,GO:0008152,GO:0008509,GO:0008514,GO:0009058,GO:0009108,GO:0009987,GO:0015075,GO:0015215,GO:0015216,GO:0015228,GO:0015291,GO:0015297,GO:0015605,GO:0015711,GO:0015748,GO:0015865,GO:0015868,GO:0015880,GO:0015931,GO:0015932,GO:0016020,GO:0016021,GO:0019866,GO:0022804,GO:0022857,GO:0031090,GO:0031224,GO:0031966,GO:0031967,GO:0031975,GO:0034220,GO:0035349,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044249,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0051179,GO:0051181,GO:0051182,GO:0051184,GO:0051185,GO:0051186,GO:0051188,GO:0051234,GO:0051503,GO:0055085,GO:0071077,GO:0071106,GO:0071702,GO:0071705,GO:0072530,GO:0098656,GO:1901264,GO:1901505,GO:1901679,GO:1990542,GO:1990559	-	ko:K15084	-	-	-	-	ko00000,ko02000	2.A.29.12.1	-	-	Mito_carr
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G004100.1	3847.GLYMA01G00660.1	2.32e-175	489.0	KOG2931@1|root,KOG2931@2759|Eukaryota,37MIH@33090|Viridiplantae,3G8FD@35493|Streptophyta,4JHNX@91835|fabids	35493|Streptophyta	S	Pollen-specific protein SF21-like	-	-	-	-	-	-	-	-	-	-	-	-	Ndr
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G004200.1	3847.GLYMA01G00670.1	0.0	999.0	28IIK@1|root,2QQVM@2759|Eukaryota,37M7C@33090|Viridiplantae,3G8HM@35493|Streptophyta,4JJQF@91835|fabids	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G004300.1	3847.GLYMA01G00680.1	2.12e-185	519.0	28MTK@1|root,2QUBV@2759|Eukaryota,37PIF@33090|Viridiplantae,3GBKG@35493|Streptophyta,4JE36@91835|fabids	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G004400.1	3847.GLYMA01G00690.1	5.18e-273	746.0	COG0500@1|root,KOG1499@2759|Eukaryota,37P0U@33090|Viridiplantae,3G9E7@35493|Streptophyta,4JFBK@91835|fabids	35493|Streptophyta	KOT	Belongs to the class I-like SAM-binding methyltransferase superfamily. Protein arginine N- methyltransferase family	-	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0006325,GO:0006355,GO:0006464,GO:0006479,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008213,GO:0008276,GO:0008469,GO:0008757,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0016043,GO:0016273,GO:0016274,GO:0016569,GO:0016570,GO:0016571,GO:0016740,GO:0016741,GO:0018193,GO:0018195,GO:0018216,GO:0019219,GO:0019222,GO:0019538,GO:0019919,GO:0031323,GO:0031326,GO:0032259,GO:0034969,GO:0035242,GO:0035246,GO:0035247,GO:0036211,GO:0042054,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0051276,GO:0060255,GO:0065007,GO:0071704,GO:0071840,GO:0080090,GO:0140096,GO:1901564,GO:1903506,GO:2000112,GO:2001141	2.1.1.319	ko:K11434	ko04068,ko04922,map04068,map04922	-	R11216,R11217,R11219	RC00003,RC02120,RC03388,RC03390	ko00000,ko00001,ko01000,ko03036	-	-	-	Methyltransf_25,PrmA
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G004400.2	3847.GLYMA01G00690.1	5.74e-222	614.0	COG0500@1|root,KOG1499@2759|Eukaryota,37P0U@33090|Viridiplantae,3G9E7@35493|Streptophyta,4JFBK@91835|fabids	35493|Streptophyta	KOT	Belongs to the class I-like SAM-binding methyltransferase superfamily. Protein arginine N- methyltransferase family	-	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0006325,GO:0006355,GO:0006464,GO:0006479,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008213,GO:0008276,GO:0008469,GO:0008757,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0016043,GO:0016273,GO:0016274,GO:0016569,GO:0016570,GO:0016571,GO:0016740,GO:0016741,GO:0018193,GO:0018195,GO:0018216,GO:0019219,GO:0019222,GO:0019538,GO:0019919,GO:0031323,GO:0031326,GO:0032259,GO:0034969,GO:0035242,GO:0035246,GO:0035247,GO:0036211,GO:0042054,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0051276,GO:0060255,GO:0065007,GO:0071704,GO:0071840,GO:0080090,GO:0140096,GO:1901564,GO:1903506,GO:2000112,GO:2001141	2.1.1.319	ko:K11434	ko04068,ko04922,map04068,map04922	-	R11216,R11217,R11219	RC00003,RC02120,RC03388,RC03390	ko00000,ko00001,ko01000,ko03036	-	-	-	Methyltransf_25,PrmA
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G004500.1	3847.GLYMA01G00700.1	0.0	896.0	COG0436@1|root,KOG0256@2759|Eukaryota,37MAV@33090|Viridiplantae,3GCFZ@35493|Streptophyta,4JSP6@91835|fabids	35493|Streptophyta	T	1-aminocyclopropane-1-carboxylate synthase	ACS7	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0006082,GO:0006520,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009692,GO:0009693,GO:0009987,GO:0010817,GO:0016053,GO:0016829,GO:0016846,GO:0016847,GO:0018871,GO:0019752,GO:0032787,GO:0042218,GO:0042445,GO:0042446,GO:0042802,GO:0043436,GO:0043449,GO:0043450,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0065007,GO:0065008,GO:0071704,GO:0072330,GO:1900673,GO:1900674,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	4.4.1.14	ko:K01762	ko00270,ko01100,ko01110,map00270,map01100,map01110	M00368	R00179	RC00021,RC01124	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_1_2
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G004600.1	3847.GLYMA01G00710.1	2.23e-101	293.0	2AFWG@1|root,2RZIE@2759|Eukaryota,37UIH@33090|Viridiplantae,3GIJB@35493|Streptophyta,4JPTH@91835|fabids	35493|Streptophyta	T	phospholipase A2 homolog 1	-	GO:0000003,GO:0000902,GO:0000904,GO:0001558,GO:0003006,GO:0003674,GO:0003824,GO:0004620,GO:0004623,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005794,GO:0005802,GO:0007275,GO:0008150,GO:0009555,GO:0009605,GO:0009606,GO:0009628,GO:0009629,GO:0009630,GO:0009653,GO:0009719,GO:0009725,GO:0009733,GO:0009826,GO:0009846,GO:0009856,GO:0009860,GO:0009932,GO:0009987,GO:0010033,GO:0012505,GO:0016043,GO:0016049,GO:0016298,GO:0016787,GO:0016788,GO:0022414,GO:0030154,GO:0030307,GO:0031984,GO:0032501,GO:0032502,GO:0032989,GO:0040007,GO:0040008,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0044706,GO:0045927,GO:0048229,GO:0048468,GO:0048518,GO:0048522,GO:0048588,GO:0048589,GO:0048856,GO:0048868,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051704,GO:0052689,GO:0060560,GO:0065007,GO:0071840,GO:0098791	3.1.1.4	ko:K01047	ko00564,ko00565,ko00590,ko00591,ko00592,ko01100,ko01110,ko04014,ko04270,ko04972,ko04975,map00564,map00565,map00590,map00591,map00592,map01100,map01110,map04014,map04270,map04972,map04975	-	R01315,R01317,R02053,R07064,R07379,R07387,R07859	RC00037,RC00094	ko00000,ko00001,ko01000,ko03036	-	-	-	-
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G004700.1	3847.GLYMA01G00720.2	0.0	1967.0	KOG2027@1|root,KOG2027@2759|Eukaryota,37NMT@33090|Viridiplantae,3G8CM@35493|Streptophyta,4JDRG@91835|fabids	35493|Streptophyta	Z	Regulator of Vps4 activity in the MVB pathway	-	-	-	ko:K19476	ko04144,map04144	-	-	-	ko00000,ko00001	-	-	-	Ist1
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G004700.2	3847.GLYMA01G00720.2	0.0	1947.0	KOG2027@1|root,KOG2027@2759|Eukaryota,37NMT@33090|Viridiplantae,3G8CM@35493|Streptophyta,4JDRG@91835|fabids	35493|Streptophyta	Z	Regulator of Vps4 activity in the MVB pathway	-	-	-	ko:K19476	ko04144,map04144	-	-	-	ko00000,ko00001	-	-	-	Ist1
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G004700.3	3847.GLYMA01G00720.2	0.0	1753.0	KOG2027@1|root,KOG2027@2759|Eukaryota,37NMT@33090|Viridiplantae,3G8CM@35493|Streptophyta,4JDRG@91835|fabids	35493|Streptophyta	Z	Regulator of Vps4 activity in the MVB pathway	-	-	-	ko:K19476	ko04144,map04144	-	-	-	ko00000,ko00001	-	-	-	Ist1
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G004700.4	3847.GLYMA01G00720.2	0.0	1853.0	KOG2027@1|root,KOG2027@2759|Eukaryota,37NMT@33090|Viridiplantae,3G8CM@35493|Streptophyta,4JDRG@91835|fabids	35493|Streptophyta	Z	Regulator of Vps4 activity in the MVB pathway	-	-	-	ko:K19476	ko04144,map04144	-	-	-	ko00000,ko00001	-	-	-	Ist1
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G004700.5	3847.GLYMA01G00720.2	0.0	1967.0	KOG2027@1|root,KOG2027@2759|Eukaryota,37NMT@33090|Viridiplantae,3G8CM@35493|Streptophyta,4JDRG@91835|fabids	35493|Streptophyta	Z	Regulator of Vps4 activity in the MVB pathway	-	-	-	ko:K19476	ko04144,map04144	-	-	-	ko00000,ko00001	-	-	-	Ist1
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G004800.1	3847.GLYMA01G00730.6	3.04e-173	483.0	COG4122@1|root,KOG1663@2759|Eukaryota,37TJ0@33090|Viridiplantae,3GHNT@35493|Streptophyta,4JM3V@91835|fabids	35493|Streptophyta	Q	O-methyltransferase	-	-	2.1.1.104	ko:K00588	ko00360,ko00940,ko00941,ko00945,ko01100,ko01110,map00360,map00940,map00941,map00945,map01100,map01110	M00039,M00350	R01942,R06578	RC00003,RC00392	ko00000,ko00001,ko00002,ko01000	-	-	-	Methyltransf_3
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G004800.2	3847.GLYMA01G00730.6	3.04e-173	483.0	COG4122@1|root,KOG1663@2759|Eukaryota,37TJ0@33090|Viridiplantae,3GHNT@35493|Streptophyta,4JM3V@91835|fabids	35493|Streptophyta	Q	O-methyltransferase	-	-	2.1.1.104	ko:K00588	ko00360,ko00940,ko00941,ko00945,ko01100,ko01110,map00360,map00940,map00941,map00945,map01100,map01110	M00039,M00350	R01942,R06578	RC00003,RC00392	ko00000,ko00001,ko00002,ko01000	-	-	-	Methyltransf_3
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G004900.1	3847.GLYMA01G00740.4	7.09e-76	227.0	COG2097@1|root,KOG0893@2759|Eukaryota,37UE5@33090|Viridiplantae,3GIJT@35493|Streptophyta,4JTUK@91835|fabids	35493|Streptophyta	J	60S ribosomal Protein	-	-	-	ko:K02910	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L31e
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G005000.1	3847.GLYMA01G00760.3	2.33e-135	390.0	KOG1656@1|root,KOG1656@2759|Eukaryota,37IKJ@33090|Viridiplantae,3GC48@35493|Streptophyta,4JEQQ@91835|fabids	35493|Streptophyta	U	Belongs to the SNF7 family	-	-	-	ko:K12194	ko04144,ko04217,map04144,map04217	M00412	-	-	ko00000,ko00001,ko00002,ko04131,ko04147	-	-	-	Snf7
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G005000.2	3847.GLYMA01G00760.3	3.61e-137	390.0	KOG1656@1|root,KOG1656@2759|Eukaryota,37IKJ@33090|Viridiplantae,3GC48@35493|Streptophyta,4JEQQ@91835|fabids	35493|Streptophyta	U	Belongs to the SNF7 family	-	-	-	ko:K12194	ko04144,ko04217,map04144,map04217	M00412	-	-	ko00000,ko00001,ko00002,ko04131,ko04147	-	-	-	Snf7
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G005000.3	3847.GLYMA01G00760.3	3.61e-137	390.0	KOG1656@1|root,KOG1656@2759|Eukaryota,37IKJ@33090|Viridiplantae,3GC48@35493|Streptophyta,4JEQQ@91835|fabids	35493|Streptophyta	U	Belongs to the SNF7 family	-	-	-	ko:K12194	ko04144,ko04217,map04144,map04217	M00412	-	-	ko00000,ko00001,ko00002,ko04131,ko04147	-	-	-	Snf7
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G005100.1	3847.GLYMA01G00771.1	1.83e-28	105.0	2DZG4@1|root,2S708@2759|Eukaryota,37WQU@33090|Viridiplantae,3GM0Z@35493|Streptophyta,4JVA3@91835|fabids	35493|Streptophyta	S	Arabinogalactan peptide	-	-	-	-	-	-	-	-	-	-	-	-	AGP
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G005200.1	3847.GLYMA01G00780.1	2.8e-150	423.0	COG5124@1|root,KOG3433@2759|Eukaryota,37S3E@33090|Viridiplantae,3GFRG@35493|Streptophyta,4JFK5@91835|fabids	35493|Streptophyta	D	Meiotic nuclear division protein 1 homolog	-	GO:0000003,GO:0000280,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007049,GO:0007127,GO:0007131,GO:0007275,GO:0008150,GO:0008152,GO:0009314,GO:0009553,GO:0009555,GO:0009628,GO:0009987,GO:0010212,GO:0016043,GO:0022402,GO:0022414,GO:0032501,GO:0032502,GO:0033554,GO:0034641,GO:0035825,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0048229,GO:0048285,GO:0048856,GO:0050896,GO:0051321,GO:0051716,GO:0061982,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:0140013,GO:1901360,GO:1901363,GO:1903046	-	-	-	-	-	-	-	-	-	-	Mnd1
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G005300.1	3847.GLYMA01G00790.2	0.0	1402.0	COG0515@1|root,2QQCZ@2759|Eukaryota,37PZK@33090|Viridiplantae,3GA01@35493|Streptophyta,4JTQS@91835|fabids	35493|Streptophyta	T	LRR receptor-like serine threonine-protein kinase	-	-	-	-	-	-	-	-	-	-	-	-	LRR_8,Malectin_like,Pkinase,Pkinase_Tyr
